nos,customer_category,application_no,channel_code,marketing_program_code,gender_desc,marital_code,flag_contactless,rcc_billing,flag_on_us
519697196,NOR,HQ0900150128,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-668523389,BCO,C19083002645,0,0,Female,MAR,NOT CONTACTLESS,SURABAYA,ON US
-1154435523,BCO,C21110302383,0,0,Male,SIN,NOT CONTACTLESS,PALEMBANG,ON US
624274480,BCO,C23041000622,0,0,Female,SIN,NOT CONTACTLESS,SURABAYA,ON US
2047572770,WMG,C19121602582,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
299766368,WMG,C21022300667,0,0,Male,MAR,NOT CONTACTLESS,MEDAN,ON US
-1145686094,BCO,C19080102732,0,0,Male,MAR,NOT CONTACTLESS,MEDAN,ON US
-1796179714,BCO,C20012902096,0,0,Male,MAR,NOT CONTACTLESS,BALIKPAPAN,ON US
1485441201,BCO,C21111000759,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-802591455,STF,C23111703433,0,0,Male,SIN,NOT CONTACTLESS,SEMARANG,ON US
15979934,BCO,C19062800383,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
588270174,NOR,LF1120095296,0,Z,Male,MAR,NOT CONTACTLESS,PALEMBANG,ON US
-826412796,NOR,BD0800002082,0,0,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
-1736967441,NOR,LF1140420578,B,Z,Male,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
1151533234,NOR,LF1130184090,L,Z,Female,SIN,NOT CONTACTLESS,JAKARTA 3,ON US
-626465054,NOR,LF1165173013,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-1012209068,BCO,LF1165837895,0,B,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1031927820,BCO,MD1300010539,B,B,Female,MAR,NOT CONTACTLESS,MEDAN,ON US
457112815,NOR,LF2140024076,0,Z,Female,MAR,NOT CONTACTLESS,PALEMBANG,ON US
1511852817,BCO,BP1100027654,B,S,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
2093612771,NOR,,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-575758797,BCO,C19031901559,0,0,Male,MAR,CONTACTLESS,BANDUNG,ON US
643455314,BCO,C22030901760,0,0,Female,MAR,CONTACTLESS,SURABAYA,ON US
-1974409503,NOR,C23112305095,0,0,Male,SIN,CONTACTLESS,JAKARTA 4,ON US
-2048048799,NOR,MD1000000083,0,0,Female,MAR,NOT CONTACTLESS,MEDAN,ON US
1686344673,BCO,HQ1100313178,0,B,Male,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-282122171,BCO,C22080300750,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1730808142,VIP,C22101201646,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-1607639036,NOR,C22112801712,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
1178622878,NOR,,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-159894419,NOR,LF1140418591,B,Z,Female,MAR,NOT CONTACTLESS,MEDAN,ON US
1628793229,NOR,C23080100106,0,0,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
27821202,NOR,,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
1540103906,NOR,LF1140032643,L,Z,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
625315057,BCO,C21081802059,0,0,Female,MAR,NOT CONTACTLESS,SEMARANG,ON US
-1460673664,BCO,C22012100359,0,0,Female,MAR,NOT CONTACTLESS,SURABAYA,ON US
621619906,BCO,C22052002466,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
1600404481,CLS,C22122300825,0,0,Male,MAR,NOT CONTACTLESS,MAKASSAR,ON US
-716146348,NOR,C22123001573,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-568404420,NOR,C23121202110,0,0,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
-164034562,NOR,HQ1000372574,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-59226095,FFL,HQ1100340538,F,V,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
1693372529,NOR,MK1200030072,0,V,Male,MAR,NOT CONTACTLESS,MAKASSAR,ON US
1214810178,NOR,,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
1048323957,NOR,HQ1200290235,0,G,Female,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
2098633957,NOR,HQ1200324430,0,G,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-425044654,NOR,C21031000497,0,0,Female,MAR,CONTACTLESS,JAKARTA 3,ON US
-1701108258,BCO,C23011601610,0,0,Male,MAR,CONTACTLESS,BALIKPAPAN,ON US
-749579291,BCO,C23020200186,0,0,Male,MAR,CONTACTLESS,SEMARANG,ON US
998847229,BCO,C19101800926,0,0,Male,SIN,CONTACTLESS,BANDUNG,ON US
1150205555,NOR,C19050901845,0,0,Male,MAR,CONTACTLESS,SEMARANG,ON US
31435840,BCO,C21122400128,0,0,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
1291323025,NOR,C23110100382,0,0,Female,SIN,NOT CONTACTLESS,SURABAYA,ON US
-852669995,VIP,C22111003723,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1082856613,BCO,PB1300015638,B,S,Male,MAR,CONTACTLESS,JAKARTA 3,ON US
-1381439824,NOR,SM1000000430,0,0,Female,DIV,CONTACTLESS,SEMARANG,ON US
-784052799,NOR,MK0800015875,0,0,Male,MAR,CONTACTLESS,MAKASSAR,ON US
-1852759501,NOR,MD1300000090,F,P,Female,SIN,NOT CONTACTLESS,MEDAN,ON US
823368254,BCO,MD1300021558,B,B,Male,MAR,NOT CONTACTLESS,MEDAN,ON US
-1817226833,NOR,LF1150243434,B,B,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-1327857854,NOR,LF1165130852,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-583119071,GVT,LF1175895628,B,B,Male,SIN,NOT CONTACTLESS,MEDAN,ON US
865079935,NOR,LF1150170534,B,G,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1030240357,BCO,C19092002753,0,0,Male,MAR,NOT CONTACTLESS,MEDAN,ON US
-1758547475,NOR,MK0700007587,0,0,Male,SIN,NOT CONTACTLESS,MAKASSAR,ON US
1898317508,BCO,HQ0900014849,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
76049404,BCO,LF1140498380,B,Z,Female,MAR,NOT CONTACTLESS,SURABAYA,ON US
-157282804,BCO,LF1150846816,B,B,Female,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-1905754208,BCO,C18112102825,0,0,Male,MAR,NOT CONTACTLESS,SEMARANG,ON US
-1773989153,BCO,C19062600444,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-919230094,NOR,C23070600810,0,0,Female,MAR,NOT CONTACTLESS,PALEMBANG,ON US
1043408144,BCO,LF1150246329,B,B,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-971191774,NOR,C18100903373,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-2124764529,NOR,BD0700041410,0,0,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
-1649752355,NOR,HQ0800067400,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-907940064,WMG,C20022600914,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
1988912741,WMG,C21060900782,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-1833794095,CLS,C22082201938,0,0,Male,SIN,NOT CONTACTLESS,MAKASSAR,ON US
-365552238,NOR,LF1175545011,B,B,Male,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
2032645443,PTR,C19121001852,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-1761580093,BCO,C22122201423,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-360919469,NOR,SM1000010756,0,0,Male,SIN,NOT CONTACTLESS,SEMARANG,ON US
-297242740,BCO,LF1120089807,B,S,Female,MAR,NOT CONTACTLESS,SURABAYA,ON US
-1084977362,NOR,LF1140088773,0,Z,Female,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-1275080062,NOR,LF1140484450,B,Z,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
-1275080062,NOR,LF1140484450,B,Z,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
-2051157892,NOR,LF1150047768,0,B,Male,SIN,NOT CONTACTLESS,MEDAN,ON US
-537564447,NOR,LF1165463660,B,B,Male,MAR,NOT CONTACTLESS,BALIKPAPAN,ON US
-625567469,NOR,LF1175333387,0,B,Female,MAR,NOT CONTACTLESS,SURABAYA,ON US
1364597647,NOR,HQ1100337679,0,G,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1879982764,NOR,HQ0600113762,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-22956772,NOR,LF1150568157,B,B,Male,MAR,NOT CONTACTLESS,MEDAN,ON US
-46744529,NOR,,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
2104435233,VP1,C19013002435,0,0,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
-2032207231,NOR,,0,0,Female,MAR,NOT CONTACTLESS,SURABAYA,ON US
147345476,VP5,C19100801566,0,0,Female,MAR,NOT CONTACTLESS,DENPASAR,ON US
147345476,VP5,C19100801566,0,0,Female,MAR,NOT CONTACTLESS,DENPASAR,ON US
-1701179038,BCO,C21090201648,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-1010502941,BCO,HQ1000079619,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
2055034494,NOR,,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-1126954447,BCO,C23033002426,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-902996771,COR,LF1165915331,I,E,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
1283144485,BCO,C22030702867,0,0,Male,MAR,NOT CONTACTLESS,MEDAN,ON US
1063550964,BCO,C22070601652,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-1679230093,NOR,C21102800166,0,0,Female,MAR,NOT CONTACTLESS,SURABAYA,ON US
-913146770,NOR,C23111700056,0,0,Male,DIV,NOT CONTACTLESS,JAKARTA 3,ON US
-264972417,NOR,C23120502320,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
1123882064,NOR,C23110202039,0,0,Male,MAR,NOT CONTACTLESS,DENPASAR,ON US
-1708977228,NOR,SB0900014641,0,0,Male,MAR,CONTACTLESS,JAKARTA 4,ON US
-1997678236,CLS,C22121603002,0,0,Male,SIN,CONTACTLESS,JAKARTA 5,ON US
-777081537,NOR,C23102901028,0,0,Male,MAR,CONTACTLESS,JAKARTA 3,ON US
-1047959867,BCO,C22112100590,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
2032954530,NOR,HQ1000193101,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
451385469,NOR,,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-2057535515,NOR,C23072701576,0,0,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
1579362527,STF,BP1200027037,B,S,Female,SIN,NOT CONTACTLESS,DENPASAR,ON US
2019817646,NOR,LF1175438577,B,Y,Male,SIN,NOT CONTACTLESS,BANDUNG,ON US
217167421,BCO,C19051001542,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
12759311,NOR,C21052402500,0,0,Male,SIN,NOT CONTACTLESS,BANDUNG,ON US
-1530872208,NOR,C21121703287,0,0,Male,MAR,NOT CONTACTLESS,SEMARANG,ON US
193700929,NOR,C22070700275,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-215402317,NOR,C23072702155,0,0,Female,SIN,NOT CONTACTLESS,BANDUNG,ON US
-8242355,BCO,C20021402616,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-776533387,BCO,C19081401150,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-55627986,BCO,C23060502465,0,0,Male,SIN,NOT CONTACTLESS,SURABAYA,ON US
-1449107475,WMG,C23020700691,0,0,Male,MAR,CONTACTLESS,JAKARTA 4,ON US
849152062,BCO,C21060800039,0,0,Female,SIN,NOT CONTACTLESS,MEDAN,ON US
-564564414,NOR,LF1140461457,0,Z,Male,SIN,NOT CONTACTLESS,MEDAN,ON US
-1681294532,STF,C18122800308,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
1337769938,BCO,LF1165202981,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-430032931,NOR,,0,0,Male,SIN,NOT CONTACTLESS,JAYAPURA,ON US
-430032931,NOR,,0,0,Male,SIN,NOT CONTACTLESS,JAYAPURA,ON US
-60594206,NOR,HQ0700126274,0,0,Male,MAR,NOT CONTACTLESS,PALEMBANG,ON US
-330172355,BCO,,0,0,Male,CNV,NOT CONTACTLESS,JAKARTA 4,ON US
886095519,NOR,,0,0,Male,SIN,NOT CONTACTLESS,MAKASSAR,ON US
1065883090,NOR,C18040200600,0,0,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
-645644416,NOR,LF1140080047,0,Z,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
-863792795,BCO,BP1300020790,0,S,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
200898144,NOR,LF1150189818,B,Z,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
1953222769,VIP,HQ0600050253,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
1055760524,BCO,C19103000083,0,0,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
1074507837,NOR,HQ0800030059,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-911611776,VIP,C18123103183,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
1462567408,VP4,C18100801963,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-507670100,NOR,C22022600437,0,0,Male,MAR,NOT CONTACTLESS,SEMARANG,ON US
-1884399789,BCO,C23011301766,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-1055219076,NOR,C23110500347,0,0,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
92680117,NOR,,0,0,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
687709311,BCO,PB1400005437,0,G,Male,MAR,NOT CONTACTLESS,PALEMBANG,ON US
-102225124,BCO,C18040800316,0,0,Male,MAR,CONTACTLESS,JAKARTA 4,ON US
1712844532,BCO,C20022402334,0,0,Female,MAR,CONTACTLESS,BANDUNG,ON US
-311567262,BCO,C20022400170,0,0,Female,MAR,CONTACTLESS,PALEMBANG,ON US
1630811348,NOR,C20031002098,0,0,Female,SIN,CONTACTLESS,SURABAYA,ON US
-1505219503,BCO,C21060901452,0,0,Male,MAR,CONTACTLESS,DENPASAR,ON US
-399114479,BCO,LF1165119996,0,0,Male,MAR,CONTACTLESS,JAKARTA 5,ON US
651540115,NOR,C23082201895,0,0,Female,MAR,CONTACTLESS,BANDUNG,ON US
-1537421358,BCO,C23090501596,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-163192621,NOR,LF1150822383,B,B,Male,SIN,NOT CONTACTLESS,JAKARTA 3,ON US
1366405551,BCO,BP1400015349,0,B,Male,MAR,NOT CONTACTLESS,BALIKPAPAN,ON US
334314675,NOR,C18122700540,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
142419316,BCO,C20122100634,0,0,Male,MAR,NOT CONTACTLESS,SEMARANG,ON US
-788510099,NOR,C23021800023,0,0,Male,MAR,NOT CONTACTLESS,MEDAN,ON US
-2011965490,STF,C23022301809,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
496833904,BCO,HQ1200331868,0,B,Female,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
189448224,NOR,C23112700275,0,0,Female,SIN,NOT CONTACTLESS,PALEMBANG,ON US
1607912882,NOR,LF1140404145,0,Z,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
